entity_name,entity_type,article_id,match_method,frequency
哮喘,Disease,PMID36985457,en_dict_phrase,1
中医,Drug,PMID42052297,en_rule_tcm,1
冠心病,Disease,PMID42052297,en_rule_disease,1
白藜芦醇,Drug,PMID42052297,en_keyword,1
中医,Drug,PMID33597866,en_rule_tcm,1
中药,Drug,PMID33597866,en_rule_tcm,1
草药,Drug,PMID33597866,en_rule_tcm,1
冠心病,Disease,PMID33597866,en_rule_disease,1
中医,Drug,PMID16007232,en_rule_tcm,1
当归,Drug,PMID16007232,en_rule_herb,1
冠心病,Disease,PMID16007232,en_rule_disease,1
中医,Drug,PMID27195823,en_rule_tcm,1
2型糖尿病,Disease,PMID27195823,en_rule_disease,1
糖尿病,Disease,PMID27195823,en_rule_disease,1
冠心病,Disease,PMID27195823,en_rule_disease,1
心力衰竭,Disease,PMID27195823,en_rule_disease,1
高血压,Disease,PMID27195823,en_dict_phrase,1
脑卒中,Disease,PMID27195823,en_dict_phrase,1
中药,Drug,PMID31222629,en_rule_tcm,1
草药,Drug,PMID31222629,en_rule_tcm,1
冠心病,Disease,PMID31222629,en_rule_disease,1
胸痛,Symptom,PMID31222629,en_rule_symptom,1
抑郁症,Disease,PMID31222629,en_dict_phrase,1
中医,Drug,PMID34465313,en_rule_tcm,1
冠心病,Disease,PMID34465313,en_rule_disease,1
心力衰竭,Disease,PMID34465313,en_rule_disease,1
冠心病,Disease,PMID40600020,en_rule_disease,1
中医,Drug,PMID36931097,en_rule_tcm,1
网络药理学,Drug,PMID36931097,en_rule_tcm,1
分子对接,Drug,PMID36931097,en_rule_tcm,1
冠心病,Disease,PMID36931097,en_rule_disease,1
中医,Drug,PMID34249130,en_rule_tcm,1
糖尿病,Disease,PMID34249130,en_rule_disease,1
冠心病,Disease,PMID34249130,en_rule_disease,1
草药,Drug,PMID30911318,en_rule_tcm,1
丹参,Drug,PMID30911318,en_rule_herb,1
冠心病,Disease,PMID30911318,en_rule_disease,1
腹痛,Symptom,PMID30911318,en_rule_symptom,1
中医,Drug,PMID33620625,en_rule_tcm,1
冠心病,Disease,PMID33620625,en_rule_disease,1
中医,Drug,PMID40276600,en_rule_tcm,1
冠心病,Disease,PMID40276600,en_rule_disease,1
中医,Drug,PMID38694562,en_rule_tcm,1
中药,Drug,PMID38694562,en_rule_tcm,1
草药,Drug,PMID38694562,en_rule_tcm,1
冠心病,Disease,PMID38694562,en_rule_disease,1
抑郁症,Disease,PMID38694562,en_dict_phrase,1
2型糖尿病,Disease,PMID40961593,en_rule_disease,1
糖尿病,Disease,PMID40961593,en_rule_disease,1
冠心病,Disease,PMID40961593,en_rule_disease,1
中医,Drug,PMID40961593,en_dict_phrase,1
中医,Drug,PMID33522208,en_rule_tcm,1
冠心病,Disease,PMID33522208,en_rule_disease,1
中医,Drug,PMID34036306,en_rule_tcm,1
冠心病,Disease,PMID34036306,en_rule_disease,1
高脂血症,Disease,PMID34036306,en_rule_disease,1
中医,Drug,PMID38089784,en_rule_tcm,1
中药,Drug,PMID38089784,en_rule_tcm,1
草药,Drug,PMID38089784,en_rule_tcm,1
冠心病,Disease,PMID38089784,en_rule_disease,1
茯苓,Drug,PMID38089784,en_dict_phrase,1
中医,Drug,PMID32610023,en_rule_tcm,1
冠心病,Disease,PMID32610023,en_rule_disease,1
糖尿病,Disease,PMID32610023,en_dict_phrase,1
中医,Drug,PMID38617912,en_rule_tcm,1
辨证论治,Drug,PMID38617912,en_rule_tcm,1
分子对接,Drug,PMID38617912,en_rule_tcm,1
血府逐瘀,Drug,PMID38617912,en_rule_tcm,1
冠心病,Disease,PMID38617912,en_rule_disease,1
丹红注射液,Drug,PMID39726778,en_rule_tcm,1
丹参,Drug,PMID39726778,en_rule_herb,1
川芎,Drug,PMID39726778,en_rule_herb,1
冠心病,Disease,PMID39726778,en_rule_disease,1
丹参酮,Drug,PMID39726778,en_keyword,1
网络药理学,Drug,PMID41135279,en_rule_tcm,1
分子对接,Drug,PMID41135279,en_rule_tcm,1
冠心病,Disease,PMID41135279,en_rule_disease,1
中医,Drug,PMID41686613,en_rule_tcm,1
中药,Drug,PMID41686613,en_rule_tcm,1
草药,Drug,PMID41686613,en_rule_tcm,1
丹参,Drug,PMID41686613,en_rule_herb,1
黄芪,Drug,PMID41686613,en_rule_herb,1
川芎,Drug,PMID41686613,en_rule_herb,1
芍药,Drug,PMID41686613,en_rule_herb,1
冠心病,Disease,PMID41686613,en_rule_disease,1
便秘,Symptom,PMID41686613,en_rule_symptom,1
中医,Drug,PMID41795301,en_rule_tcm,1
麝香保心丸,Drug,PMID41795301,en_rule_tcm,1
冠心病,Disease,PMID41795301,en_rule_disease,1
心力衰竭,Disease,PMID41795301,en_rule_disease,1
脑卒中,Disease,PMID41795301,en_dict_phrase,1
中医,Drug,PMID35777118,en_rule_tcm,1
网络药理学,Drug,PMID35777118,en_rule_tcm,1
丹参,Drug,PMID35777118,en_rule_herb,1
冠心病,Disease,PMID35777118,en_rule_disease,1
人参,Drug,PMID35777118,en_keyword,1
中医,Drug,PMID32148552,en_rule_tcm,1
冠心病,Disease,PMID32148552,en_rule_disease,1
心力衰竭,Disease,PMID32148552,en_rule_disease,1
中医,Drug,PMID41573021,en_rule_tcm,1
针灸,Drug,PMID41573021,en_rule_tcm,1
冠心病,Disease,PMID41573021,en_rule_disease,1
穴位,Drug,PMID41573021,en_dict_phrase,1
中药,Drug,PMID41181591,en_rule_tcm,1
草药,Drug,PMID41181591,en_rule_tcm,1
冠心病,Disease,PMID41181591,en_rule_disease,1
心肌梗死,Disease,PMID41181591,en_rule_disease,1
心力衰竭,Disease,PMID41181591,en_rule_disease,1
中医,Drug,PMID16697473,en_rule_tcm,1
冠心病,Disease,PMID16697473,en_rule_disease,1
肿瘤,Drug,PMID16697473,en_dict_phrase,1
中医,Drug,PMID37811103,en_rule_tcm,1
冠心病,Disease,PMID37811103,en_rule_disease,1
中医,Drug,PMID33609948,en_rule_tcm,1
草药,Drug,PMID33609948,en_rule_tcm,1
冠心病,Disease,PMID33609948,en_rule_disease,1
中医,Drug,PMID23360660,en_rule_tcm,1
糖尿病,Disease,PMID23360660,en_rule_disease,1
冠心病,Disease,PMID23360660,en_rule_disease,1
丹参,Drug,PMID21774934,en_rule_herb,1
冠心病,Disease,PMID21774934,en_rule_disease,1
丹参酮,Drug,PMID21774934,en_keyword,1
麝香保心丸,Drug,PMID28701954,en_rule_tcm,1
冠心病,Disease,PMID28701954,en_rule_disease,1
心肌梗死,Disease,PMID28701954,en_rule_disease,1
胸痛,Symptom,PMID28701954,en_rule_symptom,1
中医,Drug,PMID28701954,en_dict_phrase,1
中医,Drug,PMID40629647,en_rule_tcm,1
网络药理学,Drug,PMID40629647,en_rule_tcm,1
分子对接,Drug,PMID40629647,en_rule_tcm,1
系统药理学,Drug,PMID40629647,en_rule_tcm,1
冠心病,Disease,PMID40629647,en_rule_disease,1
高血压,Disease,PMID41866217,fmm,1
糖尿病,Disease,PMID41529860,fmm,1
2型糖尿病,Disease,PMID41529860,jieba_concat,1
结直肠癌,Disease,PMID41566193,fmm,1
结直肠癌,Disease,PMID41856652,fmm,1
胃癌,Disease,PMID39507986,fmm,1
网络药理学,Drug,PMID37056181,en_rule_tcm,1
分子对接,Drug,PMID37056181,en_rule_tcm,1
姜黄素,Drug,PMID37056181,en_keyword,1
阿尔茨海默病,Disease,PMID33509748,fmm,1
肺炎,Disease,PMID37439159,fmm,1
类风湿关节炎,Disease,PMID35790443,fmm,1
肺炎,Disease,PMID40579132,fmm,1
肺纤维化,Disease,PMID40579132,fmm,1
桂枝,Drug,PMID37313819,fmm,1
甘草,Drug,PMID37313819,fmm,1
心力衰竭,Disease,PMID37313819,fmm,1
网络药理学,Drug,PMID38597078,en_rule_tcm,1
分子对接,Drug,PMID38597078,en_rule_tcm,1
人参,Drug,PMID38597078,en_keyword,1
草药,Drug,PMID23073189,en_rule_tcm,1
中医,Drug,PMID22500707,en_rule_tcm,1
针灸,Drug,PMID22500707,en_rule_tcm,1
中医,Drug,PMID21419090,en_rule_tcm,1
中药,Drug,PMID21419090,en_rule_tcm,1
草药,Drug,PMID21419090,en_rule_tcm,1
针灸,Drug,PMID21419090,en_rule_tcm,1
草药,Drug,PMID22088581,en_rule_tcm,1
糖尿病,Disease,PMID20550872,en_dict_phrase,1
哮喘,Disease,PMID20550872,en_dict_phrase,1
中医,Drug,PMID22587968,en_rule_tcm,1
中药,Drug,PMID22587968,en_rule_tcm,1
草药,Drug,PMID22587968,en_rule_tcm,1
肿瘤,Drug,PMID22587968,en_dict_phrase,1
姜黄素,Drug,PMID22587968,en_keyword,1
中医,Drug,PMID20388473,en_rule_tcm,1
辨证论治,Drug,PMID20388473,en_rule_tcm,1
腹痛,Symptom,PMID20388473,en_rule_symptom,1
头晕,Symptom,PMID20388473,en_rule_symptom,1
恶心,Symptom,PMID20388473,en_rule_symptom,1
呕吐,Symptom,PMID20388473,en_rule_symptom,1
腹泻,Symptom,PMID20388473,en_rule_symptom,1
便秘,Symptom,PMID20388473,en_rule_symptom,1
水肿,Symptom,PMID20388473,en_rule_symptom,1
发热,Symptom,PMID20388473,en_rule_symptom,1
胃癌,Disease,PMID20388473,en_dict_phrase,1
肿瘤,Drug,PMID20388473,en_dict_phrase,1
糖尿病,Disease,PMID22015185,en_dict_phrase,1
发热,Symptom,PMID23257125,en_rule_symptom,1
哮喘,Disease,PMID22805077,en_dict_phrase,1
中医,Drug,PMID20456842,en_rule_tcm,1
中药,Drug,PMID20456842,en_rule_tcm,1
草药,Drug,PMID20456842,en_rule_tcm,1
中医,Drug,PMID23158942,en_rule_tcm,1
阿尔茨海默病,Disease,PMID23158942,en_rule_disease,1
中药,Drug,PMID22500712,en_rule_tcm,1
中医,Drug,PMID22500712,en_rule_tcm,1
草药,Drug,PMID22500712,en_rule_tcm,1
阿尔茨海默病,Disease,PMID22500712,en_rule_disease,1
恶心,Symptom,PMID22500712,en_rule_symptom,1
腹泻,Symptom,PMID22500712,en_rule_symptom,1
失眠,Symptom,PMID22500712,en_rule_symptom,1
失眠,Disease,PMID22500712,en_dict_phrase,1
肿瘤,Drug,PMID21078262,en_dict_phrase,1
草药,Drug,PMID22409914,en_rule_tcm,1
肿瘤,Drug,PMID22409914,en_dict_phrase,1
中医,Drug,PMID21906521,en_rule_tcm,1
中药,Drug,PMID21906521,en_rule_tcm,1
草药,Drug,PMID21906521,en_rule_tcm,1
中医,Drug,PMID20456839,en_rule_tcm,1
草药,Drug,PMID20456839,en_rule_tcm,1
急性缺血性脑卒中,Disease,PMID20456839,en_rule_disease,1
缺血性脑卒中,Disease,PMID20456839,en_rule_disease,1
脑卒中,Disease,PMID20456839,en_dict_phrase,1
中医,Drug,PMID22500711,en_rule_tcm,1
辨证论治,Drug,PMID22500711,en_rule_tcm,1
中医,Drug,PMID22704420,en_rule_tcm,1
肺癌,Disease,PMID22704420,en_dict_phrase,1
肿瘤,Drug,PMID22704420,en_dict_phrase,1
中医,Drug,PMID23158938,en_rule_tcm,1
网络药理学,Drug,PMID23158938,en_rule_tcm,1
中药,Drug,PMID21227032,en_rule_tcm,1
草药,Drug,PMID21227032,en_rule_tcm,1
中医,Drug,PMID21849145,en_rule_tcm,1
针灸,Drug,PMID21849145,en_rule_tcm,1
中药,Drug,PMID21565144,en_rule_tcm,1
草药,Drug,PMID21565144,en_rule_tcm,1
当归,Drug,PMID21565144,en_rule_herb,1
中医,Drug,PMID21486546,en_rule_tcm,1
辨证论治,Drug,PMID21486546,en_rule_tcm,1
甘草,Drug,PMID21486546,en_rule_herb,1
中医,Drug,PMID21419089,en_rule_tcm,1
中医,Drug,PMID20456838,en_rule_tcm,1
高血压,Disease,PMID20456838,en_dict_phrase,1
中医,Drug,PMID21849154,en_rule_tcm,1
中药,Drug,PMID21849154,en_rule_tcm,1
草药,Drug,PMID21849154,en_rule_tcm,1
中药,Drug,PMID21486555,en_rule_tcm,1
草药,Drug,PMID21486555,en_rule_tcm,1
肺癌,Disease,PMID41622931,fmm,1
肺癌,Disease,PMID41820044,fmm,1
胃癌,Disease,PMID41688201,fmm,1
抑郁,Symptom,PMID41492741,fmm,1
焦虑,Symptom,PMID41492741,fmm,1
中医,Drug,PMID37360014,en_rule_tcm,1
连花清瘟胶囊,Drug,PMID37360014,en_rule_tcm,1
血必净注射液,Drug,PMID37360014,en_rule_tcm,1
中医,Drug,PMID37094153,en_rule_tcm,1
中医,Drug,PMID34567957,en_rule_tcm,1
中医,Drug,PMID32997322,en_rule_tcm,1
连花清瘟胶囊,Drug,PMID32997322,en_rule_tcm,1
中药,Drug,PMID33485973,en_rule_tcm,1
草药,Drug,PMID33485973,en_rule_tcm,1
甘草酸,Drug,PMID33485973,en_keyword,1
苦参碱,Drug,PMID33485973,en_keyword,1
中医,Drug,PMID35786183,en_rule_tcm,1
中医,Drug,PMID35729086,en_rule_tcm,1
中医,Drug,PMID36999715,en_rule_tcm,1
中医,Drug,PMID35227280,en_rule_tcm,1
分子对接,Drug,PMID35227280,en_rule_tcm,1
中医,Drug,PMID32843234,en_rule_tcm,1
中药,Drug,PMID32442720,en_rule_tcm,1
草药,Drug,PMID32442720,en_rule_tcm,1
中医,Drug,PMID32792254,en_rule_tcm,1
中药,Drug,PMID32792254,en_rule_tcm,1
草药,Drug,PMID32792254,en_rule_tcm,1
中医,Drug,PMID32834946,en_rule_tcm,1
咳嗽,Symptom,PMID32834946,en_rule_symptom,1
发热,Symptom,PMID32834946,en_rule_symptom,1
中医,Drug,PMID33364959,en_rule_tcm,1
中医,Drug,PMID32705405,en_rule_tcm,1
中医,Drug,PMID36465269,en_rule_tcm,1
中医,Drug,PMID38421118,en_rule_tcm,1
丹参,Drug,PMID38421118,en_rule_herb,1
甘草,Drug,PMID38421118,en_rule_herb,1
黄芩,Drug,PMID38421118,en_rule_herb,1
茯苓,Drug,PMID38421118,en_rule_herb,1
肉桂,Drug,PMID38421118,en_rule_herb,1
中医,Drug,PMID38157191,en_rule_tcm,1
中医,Drug,PMID40671020,en_rule_tcm,1
中药,Drug,PMID40671020,en_rule_tcm,1
草药,Drug,PMID40671020,en_rule_tcm,1
乏力,Symptom,PMID40671020,en_rule_symptom,1
失眠,Symptom,PMID40671020,en_rule_symptom,1
咳嗽,Symptom,PMID40671020,en_rule_symptom,1
失眠,Disease,PMID40671020,en_dict_phrase,1
乏力,Symptom,PMID36032234,en_rule_symptom,1
中药,Drug,PMID34528735,en_rule_tcm,1
草药,Drug,PMID34528735,en_rule_tcm,1
连花清瘟胶囊,Drug,PMID34528735,en_rule_tcm,1
中医,Drug,PMID37625946,en_rule_tcm,1
中医,Drug,PMID40091443,en_rule_tcm,1
中医,Drug,PMID36703736,en_rule_tcm,1
乏力,Symptom,PMID36703736,en_rule_symptom,1
中医,Drug,PMID36119967,en_rule_tcm,1
中医,Drug,PMID37771609,en_rule_tcm,1
中医,Drug,PMID37641681,en_rule_tcm,1
中医,Drug,PMID39245521,en_rule_tcm,1
中医,Drug,PMID33508618,en_rule_tcm,1
中药,Drug,PMID36204652,en_rule_tcm,1
草药,Drug,PMID36204652,en_rule_tcm,1
中医,Drug,PMID32907358,en_rule_tcm,1
肥胖,Drug,PMID40078906,en_dict_phrase,1
中医,Drug,PMID37342312,en_rule_tcm,1
针灸,Drug,PMID37342312,en_rule_tcm,1
中医,Drug,PMID37465964,en_rule_tcm,1
中医,Drug,PMID34729244,en_rule_tcm,1
网络药理学,Drug,PMID34729244,en_rule_tcm,1
中医,Drug,PMID32519978,en_rule_tcm,1
中医,Drug,PMID36033885,en_rule_tcm,1
中药,Drug,PMID37808348,en_rule_tcm,1
草药,Drug,PMID37808348,en_rule_tcm,1
连花清瘟胶囊,Drug,PMID37808348,en_rule_tcm,1
中医,Drug,PMID33761591,en_rule_tcm,1
辨证论治,Drug,PMID33761591,en_rule_tcm,1
中医,Drug,PMID40910738,en_rule_tcm,1
中医,Drug,PMID33357718,en_rule_tcm,1
中医,Drug,PMID35527852,en_rule_tcm,1
气短,Symptom,PMID35527852,en_rule_symptom,1
乏力,Symptom,PMID35527852,en_rule_symptom,1
咳嗽,Symptom,PMID35527852,en_rule_symptom,1
发热,Symptom,PMID35527852,en_rule_symptom,1
中医,Drug,PMID34636498,en_rule_tcm,1
中药,Drug,PMID34636498,en_rule_tcm,1
草药,Drug,PMID34636498,en_rule_tcm,1
针灸,Drug,PMID34636498,en_rule_tcm,1
气功,Drug,PMID34636498,en_rule_tcm,1
抑郁症,Disease,PMID34636498,en_dict_phrase,1
焦虑,Symptom,PMID34636498,en_dict_phrase,1
中医,Drug,PMID36773844,en_rule_tcm,1
慢性肾病,Disease,PMID36773844,en_rule_disease,1
慢性肾病,Drug,PMID36773844,en_dict_phrase,1
结直肠癌,Disease,PMID36773844,en_dict_phrase,1
肿瘤,Drug,PMID36773844,en_dict_phrase,1
中医,Drug,PMID34225580,en_rule_tcm,1
系统药理学,Drug,PMID34225580,en_rule_tcm,1
中医,Drug,PMID39391697,en_rule_tcm,1
中药,Drug,PMID32800699,en_rule_tcm,1
草药,Drug,PMID32800699,en_rule_tcm,1
乏力,Symptom,PMID32800699,en_rule_symptom,1
咳嗽,Symptom,PMID32800699,en_rule_symptom,1
发热,Symptom,PMID32800699,en_rule_symptom,1
中医,Drug,PMID33133232,en_rule_tcm,1
网络药理学,Drug,PMID33133232,en_rule_tcm,1
分子对接,Drug,PMID33133232,en_rule_tcm,1
中医,Drug,PMID35279010,en_rule_tcm,1
中医,Drug,PMID35937968,en_rule_tcm,1
中医,Drug,PMID33390627,en_rule_tcm,1
草药,Drug,PMID33390627,en_rule_tcm,1
中医,Drug,PMID32675044,en_rule_tcm,1
中医,Drug,PMID32799694,en_rule_tcm,1
中医,Drug,PMID35126885,en_rule_tcm,1
中医,Drug,PMID33618736,en_rule_tcm,1
中药,Drug,PMID33618736,en_rule_tcm,1
草药,Drug,PMID33618736,en_rule_tcm,1
针灸,Drug,PMID33618736,en_rule_tcm,1
中医,Drug,PMID36245702,en_rule_tcm,1
中医,Drug,PMID32905189,en_rule_tcm,1
中医,Drug,PMID32226288,en_rule_tcm,1
草药,Drug,PMID33238869,en_rule_tcm,1
中医,Drug,PMID35319396,en_rule_tcm,1
中医,Drug,PMID40823261,en_rule_tcm,1
网络药理学,Drug,PMID40823261,en_rule_tcm,1
肿瘤,Drug,PMID40823261,en_dict_phrase,1
抑郁症,Disease,PMID40823261,en_dict_phrase,1
中药,Drug,PMID36382689,en_rule_tcm,1
草药,Drug,PMID36382689,en_rule_tcm,1
中药,Drug,PMID33725395,en_rule_tcm,1
草药,Drug,PMID33725395,en_rule_tcm,1
水肿,Symptom,PMID34163357,en_rule_symptom,1
中医,Drug,PMID32145402,en_rule_tcm,1
中医,Drug,PMID37481738,en_rule_tcm,1
网络药理学,Drug,PMID37481738,en_rule_tcm,1
分子对接,Drug,PMID37481738,en_rule_tcm,1
中医,Drug,PMID34531754,en_rule_tcm,1
辨证论治,Drug,PMID34531754,en_rule_tcm,1
中医,Drug,PMID36620357,en_rule_tcm,1
草药,Drug,PMID36620357,en_rule_tcm,1
中药,Drug,PMID40147583,en_rule_tcm,1
草药,Drug,PMID40147583,en_rule_tcm,1
肿瘤,Drug,PMID40147583,en_dict_phrase,1
丹酚酸,Drug,PMID35600064,en_keyword,1
中药,Drug,PMID35729581,en_rule_tcm,1
草药,Drug,PMID35729581,en_rule_tcm,1
乏力,Symptom,PMID35729581,en_rule_symptom,1
咳嗽,Symptom,PMID35729581,en_rule_symptom,1
发热,Symptom,PMID35729581,en_rule_symptom,1
中医,Drug,PMID32622723,en_rule_tcm,1
中药,Drug,PMID32622723,en_rule_tcm,1
草药,Drug,PMID32622723,en_rule_tcm,1
黄芪,Drug,PMID32622723,en_rule_herb,1
甘草,Drug,PMID32622723,en_rule_herb,1
黄芩,Drug,PMID32622723,en_rule_herb,1
乏力,Symptom,PMID32622723,en_rule_symptom,1
咳嗽,Symptom,PMID32622723,en_rule_symptom,1
发热,Symptom,PMID32622723,en_rule_symptom,1
中药,Drug,PMID34692410,en_rule_tcm,1
草药,Drug,PMID34692410,en_rule_tcm,1
针灸,Drug,PMID34692410,en_rule_tcm,1
中医,Drug,PMID33236131,en_rule_tcm,1
乏力,Symptom,PMID33236131,en_rule_symptom,1
咳嗽,Symptom,PMID33236131,en_rule_symptom,1
发热,Symptom,PMID33236131,en_rule_symptom,1
中医,Drug,PMID35565876,en_rule_tcm,1
中医,Drug,PMID34313204,en_rule_tcm,1
中医,Drug,PMID32845145,en_rule_tcm,1
中医,Drug,PMID38346323,en_rule_tcm,1
中药,Drug,PMID34107860,en_rule_tcm,1
中医,Drug,PMID34107860,en_rule_tcm,1
草药,Drug,PMID34107860,en_rule_tcm,1
甘草,Drug,PMID34107860,en_rule_herb,1
中医,Drug,PMID36372316,en_rule_tcm,1
连花清瘟胶囊,Drug,PMID36372316,en_rule_tcm,1
中药,Drug,PMID33221457,en_rule_tcm,1
草药,Drug,PMID33221457,en_rule_tcm,1
腹泻,Symptom,PMID33221457,en_rule_symptom,1
中医,Drug,PMID33221457,en_dict_phrase,1
经络,Drug,PMID33221457,en_dict_phrase,1
中医,Drug,PMID33185828,en_rule_tcm,1
中医,Drug,PMID34608432,en_rule_tcm,1
参麦注射液,Drug,PMID34608432,en_rule_tcm,1
血必净注射液,Drug,PMID34608432,en_rule_tcm,1
中医,Drug,PMID34642626,en_rule_tcm,1
中医,Drug,PMID34341699,en_rule_tcm,1
中医,Drug,PMID33828481,en_rule_tcm,1
发热,Symptom,PMID33828481,en_rule_symptom,1
中药,Drug,PMID35116174,en_rule_tcm,1
草药,Drug,PMID35116174,en_rule_tcm,1
中医,Drug,PMID32208840,en_rule_tcm,1
中医,Drug,PMID34692409,en_rule_tcm,1
中医,Drug,PMID34385103,en_rule_tcm,1
慢性阻塞性肺疾病,Disease,PMID34385103,en_rule_disease,1
中医,Drug,PMID32668970,en_rule_tcm,1
辨证论治,Drug,PMID32668970,en_rule_tcm,1
中医,Drug,PMID32122812,en_rule_tcm,1
中医,Drug,PMID36278162,en_rule_tcm,1
糖尿病,Disease,PMID35193039,en_dict_phrase,1
中医,Drug,PMID38757785,en_rule_tcm,1
中药,Drug,PMID38757785,en_rule_tcm,1
草药,Drug,PMID38757785,en_rule_tcm,1
中医,Drug,PMID36222120,en_rule_tcm,1
中药,Drug,PMID36222120,en_rule_tcm,1
草药,Drug,PMID36222120,en_rule_tcm,1
糖尿病,Disease,PMID36222120,en_rule_disease,1
针灸,Drug,PMID34907435,en_rule_tcm,1
2型糖尿病,Disease,PMID34907435,en_rule_disease,1
乏力,Symptom,PMID34907435,en_rule_symptom,1
恶心,Symptom,PMID34907435,en_rule_symptom,1
呕吐,Symptom,PMID34907435,en_rule_symptom,1
腹泻,Symptom,PMID34907435,en_rule_symptom,1
糖尿病,Disease,PMID34907435,en_dict_phrase,1
中医,Drug,PMID39028269,en_rule_tcm,1
2型糖尿病,Disease,PMID39028269,en_rule_disease,1
糖尿病,Disease,PMID39028269,en_rule_disease,1
中医,Drug,PMID35002950,en_rule_tcm,1
中药,Drug,PMID35002950,en_rule_tcm,1
草药,Drug,PMID35002950,en_rule_tcm,1
针灸,Drug,PMID35002950,en_rule_tcm,1
辨证论治,Drug,PMID35002950,en_rule_tcm,1
2型糖尿病,Disease,PMID35002950,en_rule_disease,1
糖尿病,Disease,PMID35002950,en_rule_disease,1
穴位,Drug,PMID35002950,en_dict_phrase,1
中药,Drug,PMID39308629,en_rule_tcm,1
草药,Drug,PMID39308629,en_rule_tcm,1
糖尿病,Disease,PMID39308629,en_rule_disease,1
中医,Drug,PMID39308629,en_dict_phrase,1
中医,Drug,PMID37600709,en_rule_tcm,1
草药,Drug,PMID37600709,en_rule_tcm,1
针灸,Drug,PMID37600709,en_rule_tcm,1
肥胖,Drug,PMID37600709,en_dict_phrase,1
糖尿病,Disease,PMID37600709,en_dict_phrase,1
针灸,Drug,PMID35260056,en_rule_tcm,1
糖尿病,Disease,PMID35260056,en_rule_disease,1
中医,Drug,PMID39374878,en_rule_tcm,1
网络药理学,Drug,PMID39374878,en_rule_tcm,1
分子对接,Drug,PMID39374878,en_rule_tcm,1
2型糖尿病,Disease,PMID39374878,en_rule_disease,1
糖尿病,Disease,PMID39374878,en_rule_disease,1
中医,Drug,PMID31886289,en_rule_tcm,1
草药,Drug,PMID31886289,en_rule_tcm,1
针灸,Drug,PMID31886289,en_rule_tcm,1
2型糖尿病,Disease,PMID31886289,en_rule_disease,1
糖尿病,Disease,PMID31886289,en_rule_disease,1
中医,Drug,PMID40940232,en_rule_tcm,1
2型糖尿病,Disease,PMID40940232,en_rule_disease,1
糖尿病,Disease,PMID40940232,en_rule_disease,1
中医,Drug,PMID39027133,en_rule_tcm,1
2型糖尿病,Disease,PMID39027133,en_rule_disease,1
肥胖,Drug,PMID39027133,en_dict_phrase,1
糖尿病,Disease,PMID39027133,en_dict_phrase,1
中医,Drug,PMID18991600,en_rule_tcm,1
糖尿病,Disease,PMID18991600,en_rule_disease,1
中医,Drug,PMID38973219,en_rule_tcm,1
中药,Drug,PMID38973219,en_rule_tcm,1
草药,Drug,PMID38973219,en_rule_tcm,1
糖尿病,Disease,PMID38973219,en_rule_disease,1
中医,Drug,PMID40937416,en_rule_tcm,1
针灸,Drug,PMID40937416,en_rule_tcm,1
电针,Drug,PMID40937416,en_rule_tcm,1
糖尿病,Disease,PMID40937416,en_rule_disease,1
中药,Drug,PMID30342938,en_rule_tcm,1
草药,Drug,PMID30342938,en_rule_tcm,1
糖尿病,Disease,PMID30342938,en_rule_disease,1
中医,Drug,PMID31704615,en_rule_tcm,1
糖尿病,Disease,PMID31704615,en_rule_disease,1
中医,Drug,PMID38063119,en_rule_tcm,1
六味地黄丸,Drug,PMID38063119,en_rule_tcm,1
地黄,Drug,PMID38063119,en_rule_herb,1
糖尿病,Disease,PMID38063119,en_dict_phrase,1
中医,Drug,PMID32566690,en_rule_tcm,1
糖尿病,Disease,PMID32566690,en_rule_disease,1
中医,Drug,PMID16820728,en_rule_tcm,1
中药,Drug,PMID16820728,en_rule_tcm,1
草药,Drug,PMID16820728,en_rule_tcm,1
糖尿病,Disease,PMID16820728,en_dict_phrase,1
中医,Drug,PMID30529309,en_rule_tcm,1
糖尿病,Disease,PMID30529309,en_dict_phrase,1
中医,Drug,PMID35600606,en_rule_tcm,1
2型糖尿病,Disease,PMID35600606,en_rule_disease,1
糖尿病,Disease,PMID35600606,en_dict_phrase,1
中药,Drug,PMID37361521,en_rule_tcm,1
草药,Drug,PMID37361521,en_rule_tcm,1
糖尿病,Disease,PMID37361521,en_dict_phrase,1
中医,Drug,PMID31248265,en_rule_tcm,1
糖尿病,Disease,PMID31248265,en_rule_disease,1
中药,Drug,PMID34364042,en_rule_tcm,1
草药,Drug,PMID34364042,en_rule_tcm,1
糖尿病,Disease,PMID34364042,en_dict_phrase,1
中医,Drug,PMID34555452,en_rule_tcm,1
糖尿病,Disease,PMID34555452,en_dict_phrase,1
中药,Drug,PMID15266492,en_rule_tcm,1
草药,Drug,PMID15266492,en_rule_tcm,1
2型糖尿病,Disease,PMID15266492,en_rule_disease,1
糖尿病,Disease,PMID15266492,en_rule_disease,1
中医,Drug,PMID26649322,en_rule_tcm,1
糖尿病,Disease,PMID26649322,en_dict_phrase,1
草药,Drug,PMID40658313,en_rule_tcm,1
糖尿病,Disease,PMID40658313,en_dict_phrase,1
抑郁症,Disease,PMID40658313,en_dict_phrase,1
焦虑,Symptom,PMID40658313,en_dict_phrase,1
中医,Drug,PMID24461589,en_rule_tcm,1
糖尿病,Disease,PMID24461589,en_rule_disease,1
针灸,Drug,PMID38897809,en_rule_tcm,1
2型糖尿病,Disease,PMID38897809,en_rule_disease,1
