entity_name,entity_type,article_id,match_method,frequency
糖尿病,Disease,PMID38897809,en_rule_disease,1
肥胖,Drug,PMID38897809,en_dict_phrase,1
中医,Drug,PMID32648463,en_rule_tcm,1
糖尿病,Disease,PMID32648463,en_rule_disease,1
中医,Drug,PMID34961417,en_rule_tcm,1
2型糖尿病,Disease,PMID34961417,en_rule_disease,1
糖尿病,Disease,PMID34961417,en_dict_phrase,1
中医,Drug,PMID40933919,en_rule_tcm,1
2型糖尿病,Disease,PMID40933919,en_rule_disease,1
糖尿病,Disease,PMID40933919,en_rule_disease,1
阿尔茨海默病,Disease,PMID40933919,en_rule_disease,1
中医,Drug,PMID30426006,en_rule_tcm,1
针灸,Drug,PMID30426006,en_rule_tcm,1
电针,Drug,PMID30426006,en_rule_tcm,1
艾灸,Drug,PMID30426006,en_rule_tcm,1
糖尿病,Disease,PMID30426006,en_rule_disease,1
穴位,Drug,PMID30426006,en_dict_phrase,1
针灸,Drug,PMID30560568,en_rule_tcm,1
腹痛,Symptom,PMID30560568,en_rule_symptom,1
头晕,Symptom,PMID30560568,en_rule_symptom,1
乏力,Symptom,PMID30560568,en_rule_symptom,1
糖尿病,Disease,PMID30560568,en_dict_phrase,1
中医,Drug,PMID29102765,en_rule_tcm,1
草药,Drug,PMID29102765,en_rule_tcm,1
甘草,Drug,PMID29102765,en_rule_herb,1
枸杞,Drug,PMID29102765,en_rule_herb,1
茯苓,Drug,PMID29102765,en_rule_herb,1
山药,Drug,PMID29102765,en_rule_herb,1
糖尿病,Disease,PMID29102765,en_rule_disease,1
中医,Drug,PMID38946248,en_rule_tcm,1
草药提取物,Drug,PMID38946248,en_rule_tcm,1
中医,Drug,PMID40388756,en_rule_tcm,1
针灸,Drug,PMID40388756,en_rule_tcm,1
电针,Drug,PMID40388756,en_rule_tcm,1
糖尿病,Disease,PMID40388756,en_rule_disease,1
水肿,Symptom,PMID40388756,en_rule_symptom,1
穴位,Drug,PMID40388756,en_dict_phrase,1
中医,Drug,PMID38149555,en_rule_tcm,1
针灸,Drug,PMID38149555,en_rule_tcm,1
艾灸,Drug,PMID38149555,en_rule_tcm,1
2型糖尿病,Disease,PMID38149555,en_rule_disease,1
糖尿病,Disease,PMID38149555,en_rule_disease,1
慢性肾病,Disease,PMID38149555,en_rule_disease,1
慢性肾病,Drug,PMID38149555,en_dict_phrase,1
肥胖,Drug,PMID38149555,en_dict_phrase,1
中医,Drug,PMID40871631,en_rule_tcm,1
糖尿病,Disease,PMID40871631,en_rule_disease,1
高血糖,Disease,PMID40871742,en_rule_disease,1
糖尿病,Disease,PMID40871742,en_dict_phrase,1
中药,Drug,PMID31534972,en_rule_tcm,1
草药,Drug,PMID31534972,en_rule_tcm,1
高脂血症,Disease,PMID31534972,en_rule_disease,1
高血糖,Disease,PMID31534972,en_rule_disease,1
糖尿病,Disease,PMID31534972,en_dict_phrase,1
高血压,Disease,PMID31534972,en_dict_phrase,1
中医,Drug,PMID41323976,en_rule_tcm,1
针灸,Drug,PMID41323976,en_rule_tcm,1
中药,Drug,PMID37522131,en_rule_tcm,1
草药,Drug,PMID37522131,en_rule_tcm,1
糖尿病,Disease,PMID37522131,en_rule_disease,1
慢性肾病,Disease,PMID37522131,en_rule_disease,1
慢性肾病,Drug,PMID37522131,en_dict_phrase,1
中医,Drug,PMID30569745,en_rule_tcm,1
2型糖尿病,Disease,PMID30569745,en_rule_disease,1
糖尿病,Disease,PMID30569745,en_rule_disease,1
中医,Drug,PMID38552033,en_rule_tcm,1
糖尿病,Disease,PMID38552033,en_dict_phrase,1
中医,Drug,PMID38968478,en_rule_tcm,1
辨证论治,Drug,PMID38968478,en_rule_tcm,1
2型糖尿病,Disease,PMID38968478,en_rule_disease,1
糖尿病,Disease,PMID38968478,en_rule_disease,1
头晕,Symptom,PMID38968478,en_rule_symptom,1
乏力,Symptom,PMID38968478,en_rule_symptom,1
中医,Drug,PMID29932626,en_rule_tcm,1
中药,Drug,PMID29932626,en_rule_tcm,1
草药,Drug,PMID29932626,en_rule_tcm,1
针灸,Drug,PMID29932626,en_rule_tcm,1
2型糖尿病,Disease,PMID29932626,en_rule_disease,1
糖尿病,Disease,PMID29932626,en_rule_disease,1
针灸,Drug,PMID39079232,en_rule_tcm,1
中药,Drug,PMID38636575,en_rule_tcm,1
草药,Drug,PMID38636575,en_rule_tcm,1
糖尿病,Disease,PMID38636575,en_dict_phrase,1
中医,Drug,PMID37646143,en_rule_tcm,1
糖尿病,Disease,PMID37646143,en_rule_disease,1
冠心病,Disease,PMID37646143,en_rule_disease,1
脑卒中,Disease,PMID37646143,en_dict_phrase,1
2型糖尿病,Disease,PMID25279787,en_rule_disease,1
糖尿病,Disease,PMID25279787,en_dict_phrase,1
中医,Drug,PMID36705242,en_rule_tcm,1
糖尿病,Disease,PMID36705242,en_rule_disease,1
发热,Symptom,PMID36705242,en_rule_symptom,1
中医,Drug,PMID20923535,en_rule_tcm,1
2型糖尿病,Disease,PMID20923535,en_rule_disease,1
糖尿病,Disease,PMID20923535,en_rule_disease,1
中医,Drug,PMID33622213,en_rule_tcm,1
针灸,Drug,PMID33622213,en_rule_tcm,1
艾灸,Drug,PMID33622213,en_rule_tcm,1
中医,Drug,PMID39437951,en_rule_tcm,1
2型糖尿病,Disease,PMID39437951,en_rule_disease,1
糖尿病,Disease,PMID39437951,en_rule_disease,1
肥胖,Drug,PMID39437951,en_dict_phrase,1
肿瘤,Drug,PMID39437951,en_dict_phrase,1
针灸,Drug,PMID31383426,en_rule_tcm,1
2型糖尿病,Disease,PMID31383426,en_rule_disease,1
糖尿病,Disease,PMID31383426,en_rule_disease,1
肥胖,Drug,PMID31383426,en_dict_phrase,1
针灸,Drug,PMID16898580,en_rule_tcm,1
糖尿病,Disease,PMID16898580,en_dict_phrase,1
中医,Drug,PMID33693955,en_rule_tcm,1
中药,Drug,PMID33693955,en_rule_tcm,1
草药,Drug,PMID33693955,en_rule_tcm,1
糖尿病,Disease,PMID33693955,en_rule_disease,1
高脂血症,Disease,PMID33693955,en_rule_disease,1
高血糖,Disease,PMID33693955,en_rule_disease,1
姜黄素,Drug,PMID33693955,en_keyword,1
中医,Drug,PMID38706635,en_rule_tcm,1
糖尿病,Disease,PMID38706635,en_dict_phrase,1
肿瘤,Drug,PMID38706635,en_dict_phrase,1
中医,Drug,PMID36760813,en_rule_tcm,1
糖尿病,Disease,PMID36760813,en_rule_disease,1
中医,Drug,PMID41030326,en_rule_tcm,1
针灸,Drug,PMID41030326,en_rule_tcm,1
辨证论治,Drug,PMID41030326,en_rule_tcm,1
糖尿病,Disease,PMID41030326,en_dict_phrase,1
穴位,Drug,PMID41030326,en_dict_phrase,1
中医,Drug,PMID41127514,en_rule_tcm,1
网络药理学,Drug,PMID41127514,en_rule_tcm,1
糖尿病,Disease,PMID41127514,en_dict_phrase,1
针灸,Drug,PMID41631510,en_rule_tcm,1
耳针,Drug,PMID41631510,en_rule_tcm,1
2型糖尿病,Disease,PMID41631510,en_rule_disease,1
糖尿病,Disease,PMID41631510,en_rule_disease,1
糖尿病,Disease,PMID39532456,fmm,1
胰岛素,Drug,PMID39532456,fmm,1
1型糖尿病,Disease,PMID39532456,jieba_concat,1
中医,Drug,PMID36162950,en_rule_tcm,1
2型糖尿病,Disease,PMID36162950,en_rule_disease,1
糖尿病,Disease,PMID36162950,en_rule_disease,1
中医,Drug,PMID41469089,en_rule_tcm,1
2型糖尿病,Disease,PMID41469089,en_rule_disease,1
糖尿病,Disease,PMID41469089,en_dict_phrase,1
中医,Drug,PMID34752593,en_rule_tcm,1
糖尿病,Disease,PMID34752593,en_dict_phrase,1
中医,Drug,PMID22862558,en_rule_tcm,1
糖尿病,Disease,PMID22862558,en_rule_disease,1
中药,Drug,PMID39599721,en_rule_tcm,1
中医,Drug,PMID39599721,en_rule_tcm,1
草药,Drug,PMID39599721,en_rule_tcm,1
针灸,Drug,PMID39599721,en_rule_tcm,1
艾灸,Drug,PMID39599721,en_rule_tcm,1
2型糖尿病,Disease,PMID39599721,en_rule_disease,1
糖尿病,Disease,PMID39599721,en_rule_disease,1
中医,Drug,PMID34329715,en_rule_tcm,1
2型糖尿病,Disease,PMID34329715,en_rule_disease,1
糖尿病,Disease,PMID34329715,en_rule_disease,1
高血糖,Disease,PMID34329715,en_rule_disease,1
2型糖尿病,Disease,PMID30948503,en_rule_disease,1
糖尿病,Disease,PMID30948503,en_rule_disease,1
针灸,Drug,PMID40489868,en_rule_tcm,1
中医,Drug,PMID40876426,en_rule_tcm,1
高血糖,Disease,PMID40876426,en_rule_disease,1
糖尿病,Disease,PMID40876426,en_dict_phrase,1
黄芪,Drug,PMID40876426,en_keyword,1
中医,Drug,PMID38447218,en_rule_tcm,1
糖尿病,Disease,PMID38447218,en_dict_phrase,1
中医,Drug,PMID40797458,en_rule_tcm,1
针灸,Drug,PMID40797458,en_rule_tcm,1
电针,Drug,PMID40797458,en_rule_tcm,1
艾灸,Drug,PMID40797458,en_rule_tcm,1
穴位,Drug,PMID40797458,en_dict_phrase,1
中医,Drug,PMID40797512,en_rule_tcm,1
辨证论治,Drug,PMID40797512,en_rule_tcm,1
2型糖尿病,Disease,PMID40797512,en_rule_disease,1
糖尿病,Disease,PMID40797512,en_rule_disease,1
抑郁症,Disease,PMID40797512,en_dict_phrase,1
针灸,Drug,PMID12720596,en_rule_tcm,1
糖尿病,Disease,PMID12720596,en_dict_phrase,1
针灸,Drug,PMID34445280,en_rule_tcm,1
电针,Drug,PMID34445280,en_rule_tcm,1
糖尿病,Disease,PMID34445280,en_rule_disease,1
恶心,Symptom,PMID34445280,en_rule_symptom,1
穴位,Drug,PMID34445280,en_dict_phrase,1
中医,Drug,PMID41821729,en_rule_tcm,1
六味地黄丸,Drug,PMID41821729,en_rule_tcm,1
地黄,Drug,PMID41821729,en_rule_herb,1
黄芩苷,Drug,PMID41821729,en_keyword,1
中药,Drug,PMID37036026,en_rule_tcm,1
草药,Drug,PMID37036026,en_rule_tcm,1
代谢综合征,Disease,PMID37036026,en_rule_disease,1
糖尿病,Disease,PMID37036026,en_dict_phrase,1
中医,Drug,PMID31050124,en_rule_tcm,1
2型糖尿病,Disease,PMID31050124,en_rule_disease,1
糖尿病,Disease,PMID31050124,en_dict_phrase,1
中医,Drug,PMID28523995,en_rule_tcm,1
糖尿病,Disease,PMID28523995,en_rule_disease,1
中医,Drug,PMID41224797,en_rule_tcm,1
糖尿病,Disease,PMID41224797,en_rule_disease,1
中医,Drug,PMID40538167,en_rule_tcm,1
糖尿病,Disease,PMID40538167,en_dict_phrase,1
中医,Drug,PMID32186034,en_rule_tcm,1
黄芪,Drug,PMID32186034,en_rule_herb,1
糖尿病,Disease,PMID32186034,en_rule_disease,1
高血糖,Disease,PMID32186034,en_rule_disease,1
中医,Drug,PMID41384289,en_rule_tcm,1
糖尿病,Disease,PMID41384289,en_rule_disease,1
中医,Drug,PMID33579846,en_rule_tcm,1
网络药理学,Drug,PMID33579846,en_rule_tcm,1
分子对接,Drug,PMID33579846,en_rule_tcm,1
丹参,Drug,PMID33579846,en_rule_herb,1
甘草,Drug,PMID33579846,en_rule_herb,1
2型糖尿病,Disease,PMID33579846,en_rule_disease,1
糖尿病,Disease,PMID33579846,en_rule_disease,1
阿尔茨海默病,Disease,PMID33579846,en_rule_disease,1
丹酚酸,Drug,PMID33579846,en_keyword,1
中药,Drug,PMID32058210,en_rule_tcm,1
草药,Drug,PMID32058210,en_rule_tcm,1
糖尿病,Disease,PMID32058210,en_rule_disease,1
白藜芦醇,Drug,PMID32058210,en_keyword,1
中医,Drug,PMID14669243,en_rule_tcm,1
糖尿病,Disease,PMID14669243,en_rule_disease,1
2型糖尿病,Disease,PMID36187136,en_rule_disease,1
糖尿病,Disease,PMID36187136,en_rule_disease,1
高血糖,Disease,PMID36187136,en_rule_disease,1
中医,Drug,PMID40196753,en_rule_tcm,1
网络药理学,Drug,PMID40196753,en_rule_tcm,1
分子对接,Drug,PMID40196753,en_rule_tcm,1
糖尿病,Disease,PMID40196753,en_rule_disease,1
针灸,Drug,PMID41122717,en_rule_tcm,1
电针,Drug,PMID41122717,en_rule_tcm,1
2型糖尿病,Disease,PMID41122717,en_rule_disease,1
糖尿病,Disease,PMID41122717,en_rule_disease,1
中医,Drug,PMID15099842,en_rule_tcm,1
糖尿病,Disease,PMID15099842,en_rule_disease,1
中药,Drug,PMID38279744,en_rule_tcm,1
草药,Drug,PMID38279744,en_rule_tcm,1
糖尿病,Disease,PMID38279744,en_dict_phrase,1
中医,Drug,PMID28619197,en_rule_tcm,1
中医,Drug,PMID39305743,en_rule_tcm,1
网络药理学,Drug,PMID39305743,en_rule_tcm,1
分子对接,Drug,PMID39305743,en_rule_tcm,1
高血压,Disease,PMID39305743,en_dict_phrase,1
小檗碱,Drug,PMID39305743,en_keyword,1
丹参酮,Drug,PMID39305743,en_keyword,1
中药,Drug,PMID25498346,en_rule_tcm,1
草药,Drug,PMID25498346,en_rule_tcm,1
2型糖尿病,Disease,PMID25498346,en_rule_disease,1
糖尿病,Disease,PMID25498346,en_rule_disease,1
高脂血症,Disease,PMID25498346,en_rule_disease,1
高血压,Disease,PMID25498346,en_dict_phrase,1
小檗碱,Drug,PMID25498346,en_keyword,1
中医,Drug,PMID35105174,en_rule_tcm,1
高血压,Disease,PMID35105174,en_dict_phrase,1
中医,Drug,PMID38199208,en_rule_tcm,1
网络药理学,Drug,PMID38199208,en_rule_tcm,1
分子对接,Drug,PMID38199208,en_rule_tcm,1
心肌梗死,Disease,PMID38199208,en_rule_disease,1
慢性阻塞性肺疾病,Disease,PMID38199208,en_rule_disease,1
高血压,Disease,PMID38199208,en_dict_phrase,1
中医,Drug,PMID30480757,en_rule_tcm,1
针灸,Drug,PMID30480757,en_rule_tcm,1
心肌梗死,Disease,PMID30480757,en_rule_disease,1
高血压,Disease,PMID30480757,en_dict_phrase,1
脑卒中,Disease,PMID30480757,en_dict_phrase,1
中药,Drug,PMID35105177,en_rule_tcm,1
草药,Drug,PMID35105177,en_rule_tcm,1
高血压,Disease,PMID35105177,en_dict_phrase,1
中医,Drug,PMID40980416,en_rule_tcm,1
中药,Drug,PMID40980416,en_rule_tcm,1
草药,Drug,PMID40980416,en_rule_tcm,1
心力衰竭,Disease,PMID40980416,en_rule_disease,1
高血压,Disease,PMID40980416,en_dict_phrase,1
白藜芦醇,Drug,PMID40980416,en_keyword,1
中医,Drug,PMID27852126,en_rule_tcm,1
高血压,Disease,PMID27852126,en_dict_phrase,1
高血压,Disease,PMID40347929,en_dict_phrase,1
甘草酸,Drug,PMID40347929,en_keyword,1
中药,Drug,PMID27225294,en_rule_tcm,1
中医,Drug,PMID27225294,en_rule_tcm,1
草药,Drug,PMID27225294,en_rule_tcm,1
高血压,Disease,PMID27225294,en_dict_phrase,1
中医,Drug,PMID23552514,en_rule_tcm,1
高血压,Disease,PMID23552514,en_dict_phrase,1
中医,Drug,PMID35000517,en_rule_tcm,1
中药,Drug,PMID35000517,en_rule_tcm,1
草药,Drug,PMID35000517,en_rule_tcm,1
高血压,Disease,PMID35000517,en_dict_phrase,1
中医,Drug,PMID40489881,en_rule_tcm,1
血府逐瘀,Drug,PMID40489881,en_rule_tcm,1
心力衰竭,Disease,PMID40489881,en_rule_disease,1
头痛,Symptom,PMID40489881,en_rule_symptom,1
高血压,Disease,PMID40489881,en_dict_phrase,1
脑卒中,Disease,PMID40489881,en_dict_phrase,1
中药,Drug,PMID30639372,en_rule_tcm,1
草药,Drug,PMID30639372,en_rule_tcm,1
地黄,Drug,PMID30639372,en_rule_herb,1
高血压,Disease,PMID30639372,en_dict_phrase,1
中医,Drug,PMID39465780,en_rule_tcm,1
地黄,Drug,PMID39465780,en_rule_herb,1
高血压,Disease,PMID39465780,en_dict_phrase,1
中医,Drug,PMID33706064,en_rule_tcm,1
针灸,Drug,PMID33706064,en_rule_tcm,1
气功,Drug,PMID33706064,en_rule_tcm,1
太极拳,Drug,PMID33706064,en_rule_tcm,1
头晕,Symptom,PMID33706064,en_rule_symptom,1
乏力,Symptom,PMID33706064,en_rule_symptom,1
头痛,Symptom,PMID33706064,en_rule_symptom,1
高血压,Disease,PMID33706064,en_dict_phrase,1
中医,Drug,PMID36183476,en_rule_tcm,1
高血压,Disease,PMID36183476,en_dict_phrase,1
中医,Drug,PMID25360839,en_rule_tcm,1
头晕,Symptom,PMID25360839,en_rule_symptom,1
头痛,Symptom,PMID25360839,en_rule_symptom,1
高血压,Disease,PMID25360839,en_dict_phrase,1
中药,Drug,PMID36096347,en_rule_tcm,1
中医,Drug,PMID36096347,en_rule_tcm,1
草药,Drug,PMID36096347,en_rule_tcm,1
高血压,Disease,PMID36096347,en_dict_phrase,1
中药,Drug,PMID23861720,en_rule_tcm,1
中医,Drug,PMID23861720,en_rule_tcm,1
草药,Drug,PMID23861720,en_rule_tcm,1
针灸,Drug,PMID23861720,en_rule_tcm,1
艾灸,Drug,PMID23861720,en_rule_tcm,1
拔罐,Drug,PMID23861720,en_rule_tcm,1
气功,Drug,PMID23861720,en_rule_tcm,1
太极拳,Drug,PMID23861720,en_rule_tcm,1
高血压,Disease,PMID23861720,en_dict_phrase,1
中药,Drug,PMID31035044,en_rule_tcm,1
草药,Drug,PMID31035044,en_rule_tcm,1
高血压,Disease,PMID31035044,en_dict_phrase,1
焦虑,Symptom,PMID31035044,en_dict_phrase,1
抑郁症,Disease,PMID31035044,en_dict_phrase,1
中医,Drug,PMID37608811,en_rule_tcm,1
心力衰竭,Disease,PMID37608811,en_rule_disease,1
糖尿病,Disease,PMID37608811,en_dict_phrase,1
高血压,Disease,PMID37608811,en_dict_phrase,1
中药,Drug,PMID25636788,en_rule_tcm,1
草药,Drug,PMID25636788,en_rule_tcm,1
高血压,Disease,PMID25636788,en_dict_phrase,1
中药,Drug,PMID34876914,en_rule_tcm,1
草药,Drug,PMID34876914,en_rule_tcm,1
慢性肾病,Disease,PMID34876914,en_rule_disease,1
慢性肾病,Drug,PMID34876914,en_dict_phrase,1
高血压,Disease,PMID34876914,en_dict_phrase,1
中医,Drug,PMID34229020,en_rule_tcm,1
心肌梗死,Disease,PMID34229020,en_rule_disease,1
高血压,Disease,PMID34229020,en_dict_phrase,1
中医,Drug,PMID37125587,en_rule_tcm,1
高血压,Disease,PMID37125587,en_dict_phrase,1
中药,Drug,PMID32612527,en_rule_tcm,1
草药,Drug,PMID32612527,en_rule_tcm,1
高血压,Disease,PMID32612527,en_dict_phrase,1
中医,Drug,PMID34120132,en_rule_tcm,1
高脂血症,Disease,PMID34120132,en_rule_disease,1
高血压,Disease,PMID34120132,en_dict_phrase,1
中药,Drug,PMID37268944,en_rule_tcm,1
草药,Drug,PMID37268944,en_rule_tcm,1
高血压,Disease,PMID37268944,en_dict_phrase,1
甘草酸,Drug,PMID37268944,en_keyword,1
中药,Drug,PMID27760557,en_rule_tcm,1
草药,Drug,PMID27760557,en_rule_tcm,1
高血压,Disease,PMID27760557,en_dict_phrase,1
中医,Drug,PMID38401689,en_rule_tcm,1
高血压,Disease,PMID38401689,en_dict_phrase,1
中医,Drug,PMID33578530,en_rule_tcm,1
中药,Drug,PMID33578530,en_rule_tcm,1
草药,Drug,PMID33578530,en_rule_tcm,1
高脂血症,Disease,PMID33578530,en_rule_disease,1
高血压,Disease,PMID33578530,en_dict_phrase,1
中医,Drug,PMID27640010,en_rule_tcm,1
高血压,Disease,PMID27640010,en_dict_phrase,1
高血压,Disease,PMID26051584,en_dict_phrase,1
血府逐瘀,Drug,PMID26496333,en_rule_tcm,1
高血压,Disease,PMID26496333,en_dict_phrase,1
中医,Drug,PMID34321175,en_rule_tcm,1
高血压,Disease,PMID34321175,en_dict_phrase,1
中医,Drug,PMID37324472,en_rule_tcm,1
高血压,Disease,PMID37324472,en_dict_phrase,1
中医,Drug,PMID26988431,en_rule_tcm,1
高血压,Disease,PMID26988431,en_dict_phrase,1
中医,Drug,PMID39115338,en_rule_tcm,1
高血压,Disease,PMID39115338,en_dict_phrase,1
川芎嗪,Drug,PMID39115338,en_keyword,1
中医,Drug,PMID41856389,en_rule_tcm,1
中药,Drug,PMID41856389,en_rule_tcm,1
草药,Drug,PMID41856389,en_rule_tcm,1
高血压,Disease,PMID41856389,en_dict_phrase,1
中医,Drug,PMID36534045,en_rule_tcm,1
网络药理学,Drug,PMID36534045,en_rule_tcm,1
高血压,Disease,PMID36534045,en_dict_phrase,1
中医,Drug,PMID33613809,en_rule_tcm,1
针灸,Drug,PMID33613809,en_rule_tcm,1
高血压,Disease,PMID33613809,en_dict_phrase,1
中医,Drug,PMID39817642,en_rule_tcm,1
心力衰竭,Disease,PMID39817642,en_rule_disease,1
高血压,Disease,PMID39817642,en_dict_phrase,1
中医,Drug,PMID34169916,en_rule_tcm,1
心力衰竭,Disease,PMID34169916,en_rule_disease,1
高血压,Disease,PMID34169916,en_dict_phrase,1
中医,Drug,PMID35473335,en_rule_tcm,1
穴位,Drug,PMID35473335,en_dict_phrase,1
高血压,Disease,PMID35473335,en_dict_phrase,1
中医,Drug,PMID28434477,en_rule_tcm,1
高血压,Disease,PMID28434477,en_dict_phrase,1
中医,Drug,PMID36265555,en_rule_tcm,1
心力衰竭,Disease,PMID36265555,en_rule_disease,1
中医,Drug,PMID30183389,en_rule_tcm,1
针灸,Drug,PMID30183389,en_rule_tcm,1
拔罐,Drug,PMID30183389,en_rule_tcm,1
高血压,Disease,PMID30183389,en_dict_phrase,1
中医,Drug,PMID31100657,en_rule_tcm,1
高血压,Disease,PMID31100657,en_dict_phrase,1
中医,Drug,PMID38701237,en_rule_tcm,1
针灸,Drug,PMID38701237,en_rule_tcm,1
艾灸,Drug,PMID38701237,en_rule_tcm,1
高血压,Disease,PMID38701237,en_dict_phrase,1
中医,Drug,PMID30286626,en_rule_tcm,1
针灸,Drug,PMID30286626,en_rule_tcm,1
慢性肾病,Disease,PMID30286626,en_rule_disease,1
乏力,Symptom,PMID30286626,en_rule_symptom,1
失眠,Symptom,PMID30286626,en_rule_symptom,1
慢性肾病,Drug,PMID30286626,en_dict_phrase,1
高血压,Disease,PMID30286626,en_dict_phrase,1
失眠,Disease,PMID30286626,en_dict_phrase,1
中医,Drug,PMID35643068,en_rule_tcm,1
黄芩,Drug,PMID35643068,en_rule_herb,1
高血压,Disease,PMID35643068,en_dict_phrase,1
黄芩苷,Drug,PMID35643068,en_keyword,1
中医,Drug,PMID30712726,en_rule_tcm,1
针灸,Drug,PMID30712726,en_rule_tcm,1
高血压,Disease,PMID30712726,en_dict_phrase,1
中医,Drug,PMID33381202,en_rule_tcm,1
中药,Drug,PMID33381202,en_rule_tcm,1
草药,Drug,PMID33381202,en_rule_tcm,1
高血压,Disease,PMID33381202,en_dict_phrase,1
中医,Drug,PMID38958884,en_rule_tcm,1
中医,Drug,PMID40782764,en_rule_tcm,1
高血压,Disease,PMID40782764,en_dict_phrase,1
中药,Drug,PMID26699542,en_rule_tcm,1
草药,Drug,PMID26699542,en_rule_tcm,1
2型糖尿病,Disease,PMID26699542,en_rule_disease,1
高血压,Disease,PMID26699542,en_dict_phrase,1
糖尿病,Disease,PMID26699542,en_dict_phrase,1
中医,Drug,PMID12466048,en_rule_tcm,1
慢性阻塞性肺疾病,Disease,PMID12466048,en_rule_disease,1
哮喘,Disease,PMID12466048,en_dict_phrase,1
高血压,Disease,PMID12466048,en_dict_phrase,1
中医,Drug,PMID28950827,en_rule_tcm,1
糖尿病,Disease,PMID28950827,en_rule_disease,1
代谢综合征,Disease,PMID28950827,en_rule_disease,1
高血糖,Disease,PMID28950827,en_rule_disease,1
肥胖,Drug,PMID28950827,en_dict_phrase,1
高血压,Disease,PMID28950827,en_dict_phrase,1
中医,Drug,PMID28356117,en_rule_tcm,1
高血压,Disease,PMID28356117,en_dict_phrase,1
中医,Drug,PMID23674113,en_rule_tcm,1
高血压,Disease,PMID23674113,en_dict_phrase,1
中医,Drug,PMID38537442,en_rule_tcm,1
高血压,Disease,PMID38537442,en_dict_phrase,1
中医,Drug,PMID31749425,en_rule_tcm,1
高血压,Disease,PMID31749425,en_dict_phrase,1
中医,Drug,PMID32702868,en_rule_tcm,1
高血压,Disease,PMID32702868,en_dict_phrase,1
中医,Drug,PMID40510465,en_rule_tcm,1
代谢综合征,Disease,PMID40510465,en_rule_disease,1
高血压,Disease,PMID40510465,en_dict_phrase,1
高血压,Disease,PMID40836392,en_dict_phrase,1
中医,Drug,PMID37927599,en_rule_tcm,1
高脂血症,Disease,PMID37927599,en_rule_disease,1
高血糖,Disease,PMID37927599,en_rule_disease,1
高血压,Disease,PMID37927599,en_dict_phrase,1
中医,Drug,PMID41552833,en_rule_tcm,1
中药,Drug,PMID41552833,en_rule_tcm,1
草药,Drug,PMID41552833,en_rule_tcm,1
2型糖尿病,Disease,PMID41552833,en_rule_disease,1
糖尿病,Disease,PMID41552833,en_rule_disease,1
高血压,Disease,PMID41552833,en_dict_phrase,1
肥胖,Drug,PMID41552833,en_dict_phrase,1
中医,Drug,PMID30719053,en_rule_tcm,1
针灸,Drug,PMID30719053,en_rule_tcm,1
推拿,Drug,PMID30719053,en_rule_tcm,1
太极拳,Drug,PMID30719053,en_rule_tcm,1
高血压,Disease,PMID30719053,en_dict_phrase,1
中医,Drug,PMID29959751,en_rule_tcm,1
高血压,Disease,PMID29959751,en_dict_phrase,1
中医,Drug,PMID31804323,en_rule_tcm,1
中药,Drug,PMID31804323,en_rule_tcm,1
草药,Drug,PMID31804323,en_rule_tcm,1
高血压,Disease,PMID31804323,en_dict_phrase,1
高血压,Disease,PMID40651300,en_dict_phrase,1
中医,Drug,PMID28386567,en_rule_tcm,1
高血糖,Disease,PMID28386567,en_rule_disease,1
糖尿病,Disease,PMID28386567,en_dict_phrase,1
高血压,Disease,PMID28386567,en_dict_phrase,1
中医,Drug,PMID27933511,en_rule_tcm,1
针灸,Drug,PMID27933511,en_rule_tcm,1
高血压,Disease,PMID27933511,en_dict_phrase,1
中医,Drug,PMID39047932,en_rule_tcm,1
脉诊,Drug,PMID39047932,en_rule_tcm,1
高血压,Disease,PMID39047932,en_dict_phrase,1
中药,Drug,PMID25652798,en_rule_tcm,1
草药,Drug,PMID25652798,en_rule_tcm,1
高血压,Disease,PMID25652798,en_dict_phrase,1
气功,Drug,PMID33218521,en_rule_tcm,1
高血压,Disease,PMID33218521,en_dict_phrase,1
肿瘤,Drug,PMID33218521,en_dict_phrase,1
中医,Drug,PMID38737867,en_rule_tcm,1
高血压,Disease,PMID38737867,en_dict_phrase,1
中医,Drug,PMID26656978,en_rule_tcm,1
高血压,Disease,PMID26656978,en_dict_phrase,1
中药,Drug,PMID35944979,en_rule_tcm,1
草药,Drug,PMID35944979,en_rule_tcm,1
心力衰竭,Disease,PMID35944979,en_rule_disease,1
高血压,Disease,PMID35944979,en_dict_phrase,1
中医,Drug,PMID33039628,en_rule_tcm,1
高血压,Disease,PMID33039628,en_dict_phrase,1
肥胖,Drug,PMID33039628,en_dict_phrase,1
中医,Drug,PMID40767286,en_rule_tcm,1
网络药理学,Drug,PMID40767286,en_rule_tcm,1
高血压,Disease,PMID40767286,en_dict_phrase,1
肿瘤,Drug,PMID40767286,en_dict_phrase,1
中医,Drug,PMID18401235,en_rule_tcm,1
太极拳,Drug,PMID18401235,en_rule_tcm,1
高血压,Disease,PMID18401235,en_dict_phrase,1
中医,Drug,PMID26150543,en_rule_tcm,1
高血压,Disease,PMID26150543,en_dict_phrase,1
中医,Drug,PMID35258782,en_rule_tcm,1
缺血性脑卒中,Disease,PMID35258782,en_rule_disease,1
脑卒中,Disease,PMID35258782,en_dict_phrase,1
高血压,Disease,PMID35258782,en_dict_phrase,1
中医,Drug,PMID37865954,en_rule_tcm,1
帕金森病,Disease,PMID37865954,en_rule_disease,1
